DATE;Heure;nvg
06-11-2014;04:03:34;27
06-11-2014;04:13:36;30
06-11-2014;04:23:37;29
06-11-2014;04:33:37;30
06-11-2014;04:43:38;27
06-11-2014;04:53:39;28
06-11-2014;05:03:40;31
06-11-2014;05:23:42;29
06-11-2014;05:33:43;33
06-11-2014;05:43:43;31
06-11-2014;05:53:46;38
06-11-2014;06:03:50;35
06-11-2014;06:13:45;31
06-11-2014;06:23:46;31
06-11-2014;06:33:46;33
07-11-2014;10:16:14;32
07-11-2014;10:26:15;48
07-11-2014;10:26:20;48
07-11-2014;10:36:16;35
07-11-2014;10:46:18;32
07-11-2014;10:46:23;32
07-11-2014;10:56:18;33
07-11-2014;11:06:19;33
07-11-2014;11:16:20;34
07-11-2014;11:16:25;34
07-11-2014;11:26:20;33
07-11-2014;11:36:21;51
07-11-2014;17:06:48;37
07-11-2014;17:16:49;34
07-11-2014;17:26:51;38
07-11-2014;17:36:52;35
07-11-2014;17:46:52;35
07-11-2014;17:46:57;35
07-11-2014;17:56:53;42
07-11-2014;18:06:54;39
07-11-2014;18:16:54;39
07-11-2014;18:26:55;38
07-11-2014;18:46:57;35
07-11-2014;18:56:58;39
07-11-2014;19:06:59;36
07-11-2014;19:17:05;36
07-11-2014;19:27:00;36
07-11-2014;19:47:01;39
07-11-2014;20:07:07;43
07-11-2014;20:17:07;43
07-11-2014;20:27:13;38
07-11-2014;20:37:12;38
07-11-2014;20:37:17;38
07-11-2014;20:47:13;39
07-11-2014;20:57:15;59
07-11-2014;21:07:14;37
07-11-2014;21:17:16;41
08-11-2014;04:37:52;14
08-11-2014;04:47:53;14
08-11-2014;04:47:58;14
08-11-2014;04:57:54;14
08-11-2014;04:57:59;14
08-11-2014;05:07:55;14
08-11-2014;05:17:56;15
08-11-2014;05:18:01;15
08-11-2014;05:27:56;15
08-11-2014;05:37:57;17
08-11-2014;05:47:58;17
08-11-2014;05:57:58;15
08-11-2014;06:07:59;17
08-11-2014;06:28:01;18
08-11-2014;06:38:02;18
08-11-2014;06:48:03;19
08-11-2014;06:58:03;19
08-11-2014;07:08:04;25
08-11-2014;07:18:05;19
08-11-2014;07:28:05;20
08-11-2014;07:38:12;20
08-11-2014;07:58:14;19
11-11-2014;12:34:58;26
11-11-2014;12:45:00;21
11-11-2014;12:55:00;21
11-11-2014;13:05:01;23
11-11-2014;13:15:02;21
11-11-2014;13:25:03;21
11-11-2014;13:35:03;24
11-11-2014;13:55:05;23
11-11-2014;14:05:06;24
11-11-2014;14:15:07;25
11-11-2014;14:25:08;24
11-11-2014;14:35:08;24
11-11-2014;14:45:09;28
11-11-2014;14:55:10;25
11-11-2014;15:05:10;25
11-11-2014;15:15:18;30
11-11-2014;15:25:15;31
11-11-2014;15:35:18;25
11-11-2014;15:45:19;26
11-11-2014;15:55:15;30
11-11-2014;16:15:16;30
11-11-2014;16:35:17;28
11-11-2014;16:45:19;33
11-11-2014;16:45:24;33
11-11-2014;16:55:19;29
11-11-2014;17:05:20;28
11-11-2014;17:15:21;29
11-11-2014;17:25:21;33
11-11-2014;17:35:22;28
12-11-2014;03:46:14;32
12-11-2014;03:56:15;29
12-11-2014;04:06:15;29
12-11-2014;04:16:16;29
12-11-2014;04:26:17;30
12-11-2014;04:36:19;32
12-11-2014;04:36:24;32
12-11-2014;04:56:20;31
12-11-2014;05:06:21;31
12-11-2014;05:16:21;35
12-11-2014;05:26:22;33
12-11-2014;05:36:23;33
12-11-2014;05:36:28;33
12-11-2014;05:46:23;32
12-11-2014;05:46:29;32
12-11-2014;05:56:25;31
12-11-2014;05:56:30;31
12-11-2014;06:06:26;33
12-11-2014;06:06:31;33
12-11-2014;06:16:26;35
12-11-2014;06:26:27;37
12-11-2014;06:26:32;37
12-11-2014;19:07:30;33
12-11-2014;19:17:32;38
12-11-2014;19:27:32;37
12-11-2014;19:37:33;34
12-11-2014;19:47:34;39
12-11-2014;19:57:34;33
12-11-2014;20:07:35;35
12-11-2014;20:07:40;35
12-11-2014;20:17:36;36
12-11-2014;20:27:42;34
12-11-2014;20:37:44;38
12-11-2014;20:47:39;34
12-11-2014;20:57:40;35
12-11-2014;21:17:41;36
12-11-2014;21:27:42;37
12-11-2014;21:37:42;35
12-11-2014;21:47:43;38
12-11-2014;21:47:48;38
12-11-2014;21:57:45;44
13-11-2014;04:28:16;36
13-11-2014;04:38:18;34
13-11-2014;04:38:23;34
13-11-2014;04:48:19;43
13-11-2014;04:58:20;39
13-11-2014;05:08:20;35
13-11-2014;05:18:21;38
13-11-2014;05:28:22;37
13-11-2014;05:38:22;39
13-11-2014;05:38:28;39
13-11-2014;05:48:24;39
13-11-2014;05:58:25;42
13-11-2014;06:08:25;41
13-11-2014;06:08:31;41
13-11-2014;06:18:26;37
13-11-2014;06:28:32;42
14-11-2014;04:03:02;37
14-11-2014;04:13:04;40
14-11-2014;04:13:09;40
14-11-2014;04:23:05;37
14-11-2014;04:23:10;37
14-11-2014;04:33:06;39
14-11-2014;04:43:06;37
14-11-2014;04:53:07;40
14-11-2014;04:53:12;40
14-11-2014;05:13:08;38
14-11-2014;05:23:09;40
14-11-2014;05:23:14;40
14-11-2014;05:33:11;39
14-11-2014;05:43:11;42
14-11-2014;05:53:17;39
14-11-2014;06:03:13;40
14-11-2014;06:03:18;40
14-11-2014;06:13:13;40
14-11-2014;06:13:19;40
14-11-2014;06:23:14;39
14-11-2014;06:23:19;39
14-11-2014;06:33:15;39
14-11-2014;19:53:57;42
14-11-2014;20:03:57;45
14-11-2014;20:13:59;45
14-11-2014;20:14:04;45
14-11-2014;20:24:00;42
14-11-2014;20:34:01;49
14-11-2014;20:44:01;43
14-11-2014;20:44:06;43
14-11-2014;20:54:02;51
14-11-2014;21:04:03;46
14-11-2014;21:14:03;47
14-11-2014;21:24:04;17
14-11-2014;21:34:06;17
14-11-2014;21:44:06;39
14-11-2014;21:44:12;39
14-11-2014;21:54:07;17
14-11-2014;22:04:08;17
14-11-2014;22:14:08;18
14-11-2014;22:14:14;18
14-11-2014;22:24:09;17
14-11-2014;22:34:10;24
15-11-2014;08:25:11;19
15-11-2014;08:35:11;22
15-11-2014;08:45:12;21
15-11-2014;08:45:17;21
15-11-2014;08:55:13;21
15-11-2014;09:05:14;25
15-11-2014;09:15:14;22
15-11-2014;09:25:20;64
15-11-2014;09:35:22;22
15-11-2014;09:45:17;31
15-11-2014;09:55:18;23
15-11-2014;10:05:19;28
15-11-2014;10:25:20;23
15-11-2014;10:35:21;23
15-11-2014;10:45:21;23
15-11-2014;11:05:24;71
15-11-2014;11:15:24;26
15-11-2014;11:25:25;62
15-11-2014;11:25:30;62
15-11-2014;11:35:26;39
15-11-2014;11:45:26;39
15-11-2014;11:55:27;27
15-11-2014;11:55:32;27
16-11-2014;07:27:05;26
16-11-2014;07:37:07;27
16-11-2014;07:47:08;27
16-11-2014;07:57:09;31
16-11-2014;08:07:09;27
16-11-2014;08:17:14;30
16-11-2014;08:27:15;27
16-11-2014;08:37:16;30
16-11-2014;08:47:16;35
16-11-2014;08:57:18;40
16-11-2014;08:57:23;40
16-11-2014;09:07:19;48
16-11-2014;09:17:25;29
16-11-2014;09:27:20;34
16-11-2014;09:37:21;34
16-11-2014;09:47:21;30
16-11-2014;09:57:22;51
16-11-2014;10:07:23;40
16-11-2014;10:17:24;40
16-11-2014;10:27:25;63
16-11-2014;10:37:26;30
16-11-2014;10:47:31;34
16-11-2014;10:57:27;34
16-11-2014;18:38:06;32
16-11-2014;18:48:06;32
16-11-2014;18:58:07;37
16-11-2014;19:08:08;33
16-11-2014;19:18:08;47
16-11-2014;19:28:09;70
16-11-2014;19:28:14;70
16-11-2014;19:38:11;39
16-11-2014;19:48:11;34
16-11-2014;19:58:12;34
16-11-2014;20:08:13;35
16-11-2014;20:18:13;34
16-11-2014;20:28:14;36
16-11-2014;20:38:15;36
16-11-2014;20:38:20;36
16-11-2014;20:48:16;31
16-11-2014;20:58:17;34
16-11-2014;20:58:22;34
16-11-2014;21:08:18;47
16-11-2014;21:18:18;32
16-11-2014;21:28:19;37
16-11-2014;21:48:20;36
16-11-2014;21:58:21;34
16-11-2014;21:58:26;34
17-11-2014;04:08:52;32
17-11-2014;04:08:57;32
17-11-2014;04:18:53;32
17-11-2014;04:28:55;74
17-11-2014;04:29:00;74
17-11-2014;04:38:56;36
17-11-2014;04:48:56;39
17-11-2014;04:58:57;36
17-11-2014;04:59:02;36
17-11-2014;05:08:58;39
17-11-2014;05:28:59;36
17-11-2014;05:39:00;63
17-11-2014;05:49:01;39
17-11-2014;05:59:02;38
17-11-2014;06:09:03;39
17-11-2014;06:19:03;41
17-11-2014;06:29:04;45
17-11-2014;06:39:05;40
17-11-2014;16:09:52;12
17-11-2014;16:09:57;12
17-11-2014;16:19:53;13
17-11-2014;16:19:58;13
17-11-2014;16:29:55;14
17-11-2014;16:30:00;14
17-11-2014;16:39:56;15
17-11-2014;16:40:01;15
17-11-2014;16:49:56;15
17-11-2014;16:59:57;15
17-11-2014;17:09:58;17
17-11-2014;17:10:03;17
17-11-2014;17:19:58;17
17-11-2014;17:29:59;19
17-11-2014;17:40:00;17
17-11-2014;17:50:01;21
17-11-2014;17:50:06;21
17-11-2014;18:00:02;19
17-11-2014;18:10:03;19
17-11-2014;18:10:08;19
17-11-2014;18:20:03;20
17-11-2014;18:30:04;22
17-11-2014;18:30:09;22
17-11-2014;18:40:10;78
17-11-2014;18:50:10;19
17-11-2014;19:10:08;21
17-11-2014;19:10:13;21
17-11-2014;19:20:08;24
17-11-2014;19:20:13;24
17-11-2014;19:30:09;25
17-11-2014;19:30:14;25
18-11-2014;04:00:52;23
18-11-2014;04:10:53;45
18-11-2014;04:20:59;59
18-11-2014;04:40:55;29
18-11-2014;04:41:00;29
18-11-2014;04:50:56;25
18-11-2014;05:00:57;25
18-11-2014;05:10:58;23
18-11-2014;05:20:59;42
18-11-2014;05:30:59;24
18-11-2014;05:41:00;74
18-11-2014;05:51:01;25
18-11-2014;06:01:01;24
18-11-2014;06:11:08;25
18-11-2014;06:21:17;29
18-11-2014;06:21:22;29
18-11-2014;06:31:04;25
19-11-2014;04:02:53;39
19-11-2014;04:12:54;31
19-11-2014;04:12:59;31
19-11-2014;04:22:55;60
19-11-2014;04:23:00;60
19-11-2014;04:32:56;45
19-11-2014;04:42:56;28
19-11-2014;04:52:57;32
19-11-2014;05:02:59;28
19-11-2014;05:12:59;31
19-11-2014;05:23:00;28
19-11-2014;05:33:01;31
19-11-2014;05:33:06;31
19-11-2014;05:43:01;43
19-11-2014;05:43:07;43
19-11-2014;05:53:02;29
19-11-2014;06:03:03;31
19-11-2014;06:13:03;29
19-11-2014;06:23:05;29
19-11-2014;06:33:06;31
20-11-2014;04:14:54;55
20-11-2014;04:24:55;82
20-11-2014;04:44:58;32
20-11-2014;04:54:58;67
20-11-2014;05:04:59;36
20-11-2014;05:15:00;38
20-11-2014;05:25:00;31
20-11-2014;05:35:01;48
20-11-2014;05:45:02;32
20-11-2014;05:55:02;31
20-11-2014;06:05:04;32
20-11-2014;06:15:05;34
20-11-2014;06:25:05;34
20-11-2014;06:35:06;35
21-11-2014;05:14:17;36
21-11-2014;05:24:18;39
21-11-2014;05:34:19;41
25-11-2014;05:54:31;11
25-11-2014;05:54:36;11
25-11-2014;06:04:36;11
25-11-2014;06:14:33;13
25-11-2014;06:14:38;13
25-11-2014;06:24:34;42
25-11-2014;06:34:34;15
25-11-2014;06:34:40;15
26-11-2014;04:26:23;14
26-11-2014;04:26:28;14
26-11-2014;04:36:24;14
26-11-2014;04:36:29;14
26-11-2014;04:46:25;16
26-11-2014;04:46:31;16
26-11-2014;04:56:26;20
26-11-2014;05:06:27;18
26-11-2014;05:16:33;18
26-11-2014;05:26:33;17
26-11-2014;05:36:29;18
26-11-2014;05:36:34;18
26-11-2014;05:46:30;18
26-11-2014;05:46:35;18
26-11-2014;05:56:30;19
26-11-2014;05:56:35;19
26-11-2014;06:06:32;19
26-11-2014;06:06:37;19
26-11-2014;06:16:33;21
26-11-2014;06:16:38;21
26-11-2014;06:26:33;26
26-11-2014;06:36:34;24
26-11-2014;06:36:39;24
27-11-2014;04:18:28;23
27-11-2014;04:18:34;23
27-11-2014;04:28:29;24
27-11-2014;04:38:30;39
27-11-2014;04:48:31;21
27-11-2014;04:58:31;22
27-11-2014;05:08:33;23
27-11-2014;05:18:34;23
27-11-2014;05:28:35;45
27-11-2014;05:28:40;45
27-11-2014;05:38:35;74
27-11-2014;05:38:40;74
27-11-2014;05:48:36;32
27-11-2014;05:58:37;74
27-11-2014;06:08:37;32
27-11-2014;06:18:38;30
27-11-2014;06:28:40;27
27-11-2014;06:38:40;27
29-11-2014;07:52:53;25
29-11-2014;08:02:53;46
29-11-2014;08:12:55;58
29-11-2014;08:22:56;26
29-11-2014;08:32:56;28
29-11-2014;08:33:02;28
29-11-2014;08:42:57;28
29-11-2014;08:52:58;30
29-11-2014;08:53:03;30
29-11-2014;09:02:58;30
29-11-2014;09:12:59;43
29-11-2014;09:23:05;26
29-11-2014;09:43:02;29
29-11-2014;09:53:03;30
29-11-2014;10:03:03;67
29-11-2014;10:03:09;67
29-11-2014;10:13:04;62
29-11-2014;10:23:05;33
29-11-2014;10:33:05;31
29-11-2014;10:33:11;31
29-11-2014;10:43:07;39
30-11-2014;08:04:53;32
30-11-2014;08:04:58;32
30-11-2014;08:14:54;29
30-11-2014;08:24:56;36
30-11-2014;08:34:56;33
30-11-2014;08:35:02;33
30-11-2014;08:44:57;39
30-11-2014;08:54:58;70
30-11-2014;09:04:59;29
30-11-2014;09:14:59;30
30-11-2014;09:25:00;63
30-11-2014;09:35:01;34
30-11-2014;09:45:02;35
30-11-2014;09:45:07;35
30-11-2014;09:55:03;32
01-12-2014;04:26:46;49
01-12-2014;04:26:51;49
01-12-2014;04:46:49;32
01-12-2014;04:46:54;32
01-12-2014;04:56:50;32
01-12-2014;05:06:51;31
01-12-2014;05:06:56;31
01-12-2014;05:16:52;34
01-12-2014;05:26:53;32
01-12-2014;05:36:53;35
01-12-2014;05:36:59;35
01-12-2014;05:46:54;39
01-12-2014;05:56:55;33
01-12-2014;06:06:56;34
01-12-2014;06:07:01;34
01-12-2014;06:16:57;41
01-12-2014;06:17:02;41
01-12-2014;06:26:58;33
01-12-2014;06:27:03;33
01-12-2014;15:47:45;36
01-12-2014;15:47:50;36
01-12-2014;15:57:46;34
01-12-2014;15:57:51;34
01-12-2014;16:07:52;37
01-12-2014;16:17:48;34
01-12-2014;16:17:53;34
01-12-2014;16:27:49;40
01-12-2014;16:37:50;37
01-12-2014;16:37:55;37
01-12-2014;16:47:51;39
01-12-2014;16:57:52;35
01-12-2014;16:57:57;35
01-12-2014;17:17:53;35
01-12-2014;17:17:59;35
01-12-2014;17:27:54;37
01-12-2014;17:27:59;37
01-12-2014;17:37:55;36
01-12-2014;17:47:57;43
01-12-2014;17:48:02;43
01-12-2014;17:57:58;39
01-12-2014;18:07:59;36
01-12-2014;18:08:04;36
01-12-2014;18:18:00;37
01-12-2014;18:18:05;37
01-12-2014;18:48:02;41
01-12-2014;18:48:07;41
01-12-2014;18:58:03;76
01-12-2014;18:58:08;76
01-12-2014;19:18:05;39
01-12-2014;19:28:06;42
01-12-2014;19:38:07;47
01-12-2014;19:48:07;38
02-12-2014;03:58:45;45
02-12-2014;04:08:47;52
02-12-2014;04:08:52;52
02-12-2014;04:28:49;44
02-12-2014;04:38:50;43
02-12-2014;04:48:51;43
02-12-2014;04:58:57;42
02-12-2014;05:08:58;43
02-12-2014;05:18:53;41
02-12-2014;05:18:59;41
02-12-2014;05:28:54;41
02-12-2014;05:28:59;41
02-12-2014;05:48:56;41
02-12-2014;05:49:01;41
02-12-2014;06:19:00;37
02-12-2014;06:19:05;37
02-12-2014;06:29:06;43
02-12-2014;15:49:48;35
02-12-2014;15:59:49;15
02-12-2014;15:59:54;15
02-12-2014;16:09:50;16
02-12-2014;16:19:51;19
02-12-2014;16:29:52;42
02-12-2014;16:49:54;19
02-12-2014;16:59:54;20
02-12-2014;17:20:01;21
02-12-2014;17:39:59;26
02-12-2014;18:00:01;27
02-12-2014;18:10:02;22
02-12-2014;18:20:03;25
02-12-2014;18:30:03;30
02-12-2014;18:40:04;26
02-12-2014;18:50:05;27
02-12-2014;19:00:06;25
02-12-2014;19:10:07;28
02-12-2014;19:20:08;26
02-12-2014;19:30:09;28
02-12-2014;19:40:10;55
02-12-2014;20:00:12;27
02-12-2014;20:00:17;27
02-12-2014;20:10:13;65
02-12-2014;20:10:18;65
03-12-2014;03:50:54;29
03-12-2014;04:10:51;33
03-12-2014;04:20:52;28
03-12-2014;04:30:53;44
03-12-2014;04:40:54;38
03-12-2014;04:50:55;31
03-12-2014;05:00:56;36
03-12-2014;05:10:57;31
03-12-2014;05:20:58;31
03-12-2014;05:30:59;32
03-12-2014;05:41:00;33
03-12-2014;05:51:01;45
03-12-2014;06:01:02;33
03-12-2014;06:11:19;34
03-12-2014;06:21:05;33
03-12-2014;06:31:06;33
03-12-2014;15:41:52;36
03-12-2014;16:01:54;37
03-12-2014;16:01:59;37
03-12-2014;16:11:55;42
03-12-2014;16:12:00;42
03-12-2014;16:21:56;34
03-12-2014;16:31:58;36
03-12-2014;16:41:58;37
03-12-2014;16:42:04;37
03-12-2014;16:51:59;47
03-12-2014;17:02:00;37
03-12-2014;17:32:03;37
03-12-2014;17:42:04;39
03-12-2014;18:02:06;38
03-12-2014;18:12:07;38
03-12-2014;18:22:07;40
03-12-2014;18:32:08;38
03-12-2014;18:42:10;40
03-12-2014;18:52:11;37
03-12-2014;18:52:16;37
03-12-2014;19:02:17;59
03-12-2014;19:12:13;39
03-12-2014;19:32:14;42
03-12-2014;19:32:20;42
03-12-2014;19:42:15;40
03-12-2014;19:42:21;40
04-12-2014;03:52:55;37
04-12-2014;04:02:56;47
04-12-2014;04:03:01;47
04-12-2014;04:12:57;57
04-12-2014;04:13:02;57
04-12-2014;04:22:58;40
04-12-2014;04:32:59;42
04-12-2014;04:43:00;40
04-12-2014;04:53:01;38
04-12-2014;04:53:06;38
04-12-2014;05:03:02;37
04-12-2014;05:13:03;50
04-12-2014;05:13:08;50
04-12-2014;05:23:04;40
04-12-2014;05:33:05;39
04-12-2014;05:53:07;40
04-12-2014;05:53:12;40
04-12-2014;06:03:08;39
04-12-2014;06:03:13;39
04-12-2014;06:23:10;40
04-12-2014;06:23:15;40
04-12-2014;06:33:16;42
04-12-2014;15:43:57;18
04-12-2014;15:53:58;21
04-12-2014;16:03:59;21
04-12-2014;16:04:04;21
04-12-2014;16:14:00;21
04-12-2014;16:34:03;21
04-12-2014;16:54:05;21
04-12-2014;17:04:06;21
04-12-2014;17:14:07;21
04-12-2014;17:24:08;21
04-12-2014;17:34:09;21
04-12-2014;17:44:10;21
04-12-2014;18:04:12;21
04-12-2014;18:04:17;21
04-12-2014;18:34:21;21
04-12-2014;18:44:17;21
04-12-2014;18:54:18;21
04-12-2014;18:54:23;21
04-12-2014;19:04:19;21
04-12-2014;19:04:24;21
04-12-2014;19:40:59;31
04-12-2014;19:41:04;31
04-12-2014;20:11:07;21
04-12-2014;20:31:04;21
04-12-2014;20:41:05;23
04-12-2014;20:51:07;22
04-12-2014;21:01:13;23
04-12-2014;21:21:14;26
04-12-2014;21:21:19;26
04-12-2014;21:31:16;25
04-12-2014;21:31:21;25
04-12-2014;21:41:17;26
04-12-2014;21:51:18;27
04-12-2014;21:51:23;27
04-12-2014;22:01:19;24
05-12-2014;03:41:42;25
05-12-2014;03:51:43;27
05-12-2014;04:01:49;28
05-12-2014;04:11:45;50
05-12-2014;04:21:46;27
05-12-2014;04:31:47;28
05-12-2014;04:41:48;31
05-12-2014;04:51:49;34
05-12-2014;05:01:50;30
05-12-2014;05:11:51;29
05-12-2014;05:21:52;33
05-12-2014;05:31:54;33
05-12-2014;05:41:55;30
05-12-2014;05:51:56;42
05-12-2014;06:01:56;30
05-12-2014;06:22:04;31
05-12-2014;16:12:47;34
05-12-2014;16:22:48;32
05-12-2014;16:32:50;36
05-12-2014;16:42:56;34
05-12-2014;16:52:52;36
05-12-2014;17:02:52;37
05-12-2014;17:12:53;37
05-12-2014;17:12:59;37
05-12-2014;17:22:54;34
05-12-2014;17:32:55;39
05-12-2014;17:42:56;40
05-12-2014;17:52:57;65
05-12-2014;18:02:58;35
05-12-2014;18:03:03;35
05-12-2014;18:12:59;34
05-12-2014;18:23:00;38
05-12-2014;18:23:05;38
05-12-2014;18:33:02;50
05-12-2014;18:43:03;37
05-12-2014;18:43:08;37
05-12-2014;18:53:03;42
05-12-2014;19:03:04;35
05-12-2014;19:03:10;35
05-12-2014;19:13:05;37
05-12-2014;19:23:06;38
05-12-2014;19:23:11;38
05-12-2014;19:33:07;38
05-12-2014;19:33:12;38
05-12-2014;19:43:08;38
05-12-2014;19:43:13;38
05-12-2014;19:53:14;43
05-12-2014;20:03:10;35
05-12-2014;20:03:15;35
05-12-2014;20:13:11;39
05-12-2014;20:23:11;38
05-12-2014;20:33:12;38
05-12-2014;20:43:14;39
05-12-2014;20:43:19;39
05-12-2014;20:53:15;38
06-12-2014;07:14:08;38
06-12-2014;07:14:13;38
06-12-2014;07:24:09;45
06-12-2014;07:34:10;33
06-12-2014;07:34:15;33
06-12-2014;07:44:16;43
06-12-2014;07:54:12;36
06-12-2014;07:54:17;36
06-12-2014;08:04:13;36
06-12-2014;08:04:18;36
06-12-2014;08:14:14;45
06-12-2014;08:14:19;45
06-12-2014;08:24:15;41
06-12-2014;08:34:17;64
06-12-2014;08:44:18;44
06-12-2014;08:54:19;40
06-12-2014;08:54:24;40
06-12-2014;09:04:20;40
06-12-2014;09:04:25;40
06-12-2014;09:14:20;39
06-12-2014;09:14:26;39
06-12-2014;09:24:21;40
06-12-2014;09:44:23;41
06-12-2014;09:54:24;41
06-12-2014;10:12:40;43
06-12-2014;10:22:41;41
06-12-2014;11:12:47;23
06-12-2014;11:22:47;20
06-12-2014;11:52:50;20
06-12-2014;11:52:55;20
06-12-2014;12:12:41;24
06-12-2014;12:12:46;24
06-12-2014;12:22:42;21
06-12-2014;12:22:47;21
06-12-2014;12:32:43;21
06-12-2014;12:42:44;24
06-12-2014;12:42:49;24
06-12-2014;12:52:45;23
06-12-2014;12:52:50;23
06-12-2014;13:12:46;22
06-12-2014;13:22:47;25
06-12-2014;13:32:48;97
06-12-2014;13:42:49;27
06-12-2014;18:57:52;25
06-12-2014;19:07:47;28
06-12-2014;19:07:53;28
06-12-2014;19:37:51;25
06-12-2014;19:57:53;25
06-12-2014;20:17:55;65
06-12-2014;20:27:56;28
06-12-2014;20:37:57;29
06-12-2014;20:38:02;29
06-12-2014;20:47:57;33
06-12-2014;20:48:03;33
06-12-2014;20:57:58;29
06-12-2014;20:58:04;29
06-12-2014;21:07:59;31
06-12-2014;21:08:04;31
06-12-2014;21:28:02;30
06-12-2014;21:28:07;30
06-12-2014;21:38:03;29
06-12-2014;21:58:05;28
07-12-2014;07:28:53;34
07-12-2014;07:28:58;34
07-12-2014;07:38:54;29
07-12-2014;07:48:55;28
07-12-2014;07:58:56;31
07-12-2014;08:08:58;30
07-12-2014;08:09:03;30
07-12-2014;08:18:59;54
07-12-2014;08:19:04;54
07-12-2014;08:28:59;33
07-12-2014;08:29:05;33
07-12-2014;08:39:00;67
07-12-2014;08:39:06;67
07-12-2014;08:49:01;32
07-12-2014;08:49:06;32
07-12-2014;08:59:08;31
07-12-2014;09:09:03;32
07-12-2014;09:09:08;32
07-12-2014;09:19:04;36
07-12-2014;09:19:09;36
07-12-2014;09:29:05;35
07-12-2014;09:29:10;35
07-12-2014;09:39:06;34
07-12-2014;09:49:07;33
07-12-2014;09:59:07;40
07-12-2014;10:09:08;34
07-12-2014;10:19:10;38
07-12-2014;10:19:15;38
07-12-2014;10:29:11;33
07-12-2014;10:29:16;33
08-12-2014;03:40:33;30
08-12-2014;03:40:39;30
08-12-2014;03:50:34;31
08-12-2014;04:00:36;31
08-12-2014;04:10:37;43
08-12-2014;04:20:38;33
08-12-2014;04:20:44;33
08-12-2014;04:30:39;32
08-12-2014;04:40:46;50
08-12-2014;04:50:41;35
08-12-2014;05:00:42;35
08-12-2014;05:20:44;35
08-12-2014;05:30:45;39
08-12-2014;05:40:46;36
08-12-2014;05:50:47;53
08-12-2014;06:10:49;89
08-12-2014;06:30:56;40
08-12-2014;15:51:37;16
08-12-2014;15:51:42;16
08-12-2014;16:01:43;15
08-12-2014;16:11:44;24
08-12-2014;16:21:40;41
08-12-2014;16:21:45;41
08-12-2014;16:31:41;17
08-12-2014;16:31:46;17
08-12-2014;16:41:42;18
08-12-2014;16:41:47;18
08-12-2014;16:51:44;69
08-12-2014;16:51:49;69
08-12-2014;17:11:46;65
08-12-2014;17:21:47;43
08-12-2014;17:31:48;68
08-12-2014;18:01:50;21
08-12-2014;18:11:51;36
08-12-2014;18:11:57;36
08-12-2014;18:31:53;22
08-12-2014;19:01:57;22
08-12-2014;19:21:59;23
08-12-2014;19:31:59;26
08-12-2014;19:32:05;26
08-12-2014;19:42:00;24
08-12-2014;20:02:02;30
08-12-2014;20:02:07;30
08-12-2014;20:12:03;25
08-12-2014;20:12:08;25
08-12-2014;20:22:04;25
08-12-2014;20:22:09;25
08-12-2014;20:32:05;72
08-12-2014;20:42:06;25
08-12-2014;20:52:07;29
08-12-2014;20:52:12;29
08-12-2014;21:02:09;31
08-12-2014;21:02:14;31
08-12-2014;21:12:15;25
08-12-2014;21:22:16;72
08-12-2014;21:32:17;31
09-12-2014;04:02:40;30
09-12-2014;04:02:45;30
09-12-2014;04:12:41;26
09-12-2014;04:22:42;40
09-12-2014;04:32:43;28
09-12-2014;04:32:48;28
09-12-2014;04:42:44;34
09-12-2014;04:42:49;34
09-12-2014;04:52:45;48
09-12-2014;04:52:50;48
09-12-2014;05:02:46;28
09-12-2014;05:12:47;31
09-12-2014;05:12:52;31
09-12-2014;05:22:48;31
09-12-2014;05:32:49;29
09-12-2014;05:42:50;29
09-12-2014;05:52:51;31
09-12-2014;06:02:52;32
09-12-2014;06:12:53;29
09-12-2014;06:22:54;30
09-12-2014;06:32:55;54
09-12-2014;06:33:00;54
09-12-2014;16:53:47;33
09-12-2014;17:03:48;30
09-12-2014;17:03:53;30
09-12-2014;17:13:54;34
09-12-2014;17:33:51;30
09-12-2014;17:33:56;30
09-12-2014;17:43:52;33
09-12-2014;17:43:57;33
09-12-2014;17:53:53;35
09-12-2014;17:53:58;35
09-12-2014;18:03:54;32
09-12-2014;18:03:59;32
09-12-2014;18:13:55;39
09-12-2014;18:14:00;39
09-12-2014;18:23:55;34
09-12-2014;18:24:01;34
09-12-2014;18:33:57;43
09-12-2014;18:34:03;43
09-12-2014;18:43:58;35
09-12-2014;18:44:03;35
09-12-2014;18:53:59;31
09-12-2014;18:54:04;31
09-12-2014;19:04:00;35
09-12-2014;19:14:01;32
09-12-2014;19:14:06;32
09-12-2014;19:24:02;36
09-12-2014;19:24:07;36
09-12-2014;19:54:05;37
09-12-2014;20:04:06;34
09-12-2014;20:14:07;34
09-12-2014;20:34:08;33
09-12-2014;20:34:14;33
09-12-2014;20:44:10;80
09-12-2014;20:54:11;37
09-12-2014;21:04:12;39
09-12-2014;21:14:13;34
09-12-2014;21:14:18;34
09-12-2014;21:24:14;36
09-12-2014;21:34:15;37
09-12-2014;21:34:20;37
09-12-2014;21:44:16;34
09-12-2014;21:54:17;37
09-12-2014;22:04:18;36
09-12-2014;22:04:23;36
10-12-2014;04:04:44;7
10-12-2014;04:24:46;7
10-12-2014;04:34:47;8
10-12-2014;04:44:48;7
10-12-2014;04:54:49;10
10-12-2014;05:04:49;16
10-12-2014;05:14:51;12
10-12-2014;05:24:52;16
10-12-2014;05:34:53;76
