DATE;Heure;ana1 * 445.254
21-05-2013;18:37:04;8.905
21-05-2013;20:00:36;8.905
21-05-2013;21:57:32;0.000
21-05-2013;22:03:06;0.000
21-05-2013;23:04:21;0.000
21-05-2013;23:32:13;0.000
22-05-2013;00:05:38;0.000
22-05-2013;01:06:53;0.000
22-05-2013;02:08:10;8.905
22-05-2013;03:15:01;0.000
22-05-2013;04:16:18;0.000
22-05-2013;05:12:01;0.000
22-05-2013;06:02:08;22.263
22-05-2013;07:20:09;0.000
22-05-2013;08:15:52;4.453
22-05-2013;09:00:26;31.168
22-05-2013;10:07:18;44.525
22-05-2013;11:03:02;22.263
22-05-2013;12:04:21;262.700
22-05-2013;13:11:15;142.481
22-05-2013;14:23:46;347.298
22-05-2013;15:08:24;129.124
22-05-2013;16:04:11;258.247
22-05-2013;17:16:43;970.654
22-05-2013;18:12:32;93.503
22-05-2013;19:08:19;44.525
22-05-2013;20:09:40;40.073
22-05-2013;21:05:26;0.000
22-05-2013;22:01:10;0.000
22-05-2013;23:13:38;0.000
22-05-2013;23:47:04;0.000
23-05-2013;00:03:47;0.000
23-05-2013;01:05:05;0.000
23-05-2013;02:11:58;0.000
23-05-2013;03:02:06;0.000
23-05-2013;04:03:23;13.358
23-05-2013;05:38:04;0.000
23-05-2013;06:28:12;0.000
23-05-2013;07:18:19;40.073
23-05-2013;08:19:36;84.598
23-05-2013;09:04:09;80.146
23-05-2013;10:16:35;66.788
23-05-2013;11:12:19;124.671
23-05-2013;12:08:02;17.810
23-05-2013;13:03:45;1375.835
23-05-2013;14:27:21;1139.850
23-05-2013;15:11:57;124.671
23-05-2013;16:07:41;975.106
23-05-2013;17:20:11;146.934
23-05-2013;18:04:47;106.861
23-05-2013;19:00:32;142.481
23-05-2013;20:07:25;44.525
23-05-2013;21:14:17;0.000
23-05-2013;22:09:57;0.000
23-05-2013;23:00:04;17.810
23-05-2013;23:16:46;0.000
24-05-2013;00:23:34;0.000
24-05-2013;01:24:48;17.810
24-05-2013;02:20:27;13.358
24-05-2013;03:04:57;0.000
24-05-2013;04:06:09;0.000
24-05-2013;05:29:36;4.453
24-05-2013;06:08:33;0.000
24-05-2013;07:04:10;26.715
24-05-2013;08:22:04;138.029
24-05-2013;09:06:36;200.364
24-05-2013;10:41:14;503.137
24-05-2013;11:09:05;623.356
24-05-2013;12:04:47;1291.237
24-05-2013;13:06:04;213.722
24-05-2013;14:07:21;231.532
24-05-2013;15:47:38;333.941
24-05-2013;16:04:20;213.722
24-05-2013;17:05:37;293.868
24-05-2013;18:23:36;129.124
24-05-2013;19:58:15;40.073
24-05-2013;20:09:23;57.883
24-05-2013;21:05:03;0.000
24-05-2013;22:06:17;0.000
24-05-2013;23:35:20;8.905
25-05-2013;00:14:17;0.000
25-05-2013;00:19:51;26.715
25-05-2013;00:30:59;0.000
25-05-2013;00:36:33;0.000
25-05-2013;00:42:07;0.000
25-05-2013;01:15:30;0.000
25-05-2013;01:21:05;17.810
25-05-2013;01:48:54;0.000
25-05-2013;01:54:28;0.000
25-05-2013;02:00:02;0.000
25-05-2013;02:11:09;0.000
25-05-2013;02:27:51;0.000
25-05-2013;02:33:25;0.000
25-05-2013;03:06:49;0.000
25-05-2013;03:12:23;17.810
25-05-2013;03:40:12;0.000
25-05-2013;03:45:46;0.000
25-05-2013;03:56:53;0.000
25-05-2013;04:19:09;0.000
25-05-2013;05:03:40;0.000
25-05-2013;05:09:14;4.453
25-05-2013;05:20:21;0.000
25-05-2013;05:25:55;0.000
25-05-2013;05:31:29;0.000
25-05-2013;05:48:10;4.453
25-05-2013;05:53:45;4.453
25-05-2013;06:16:00;8.905
25-05-2013;06:32:41;22.263
25-05-2013;06:38:15;26.715
25-05-2013;06:54:56;48.978
25-05-2013;07:00:30;31.168
25-05-2013;07:22:46;44.525
25-05-2013;07:28:20;44.525
25-05-2013;07:50:35;124.671
25-05-2013;07:56:09;62.336
25-05-2013;08:01:42;89.051
25-05-2013;08:07:16;178.102
25-05-2013;08:18:24;80.146
25-05-2013;08:23:58;80.146
25-05-2013;08:35:05;62.336
25-05-2013;08:51:48;106.861
25-05-2013;08:57:22;182.554
25-05-2013;09:02:56;129.124
25-05-2013;09:08:30;289.415
25-05-2013;10:15:18;146.934
25-05-2013;10:20:53;360.656
25-05-2013;10:43:09;146.934
25-05-2013;10:48:43;178.102
25-05-2013;11:10:59;1068.610
25-05-2013;11:27:41;627.808
25-05-2013;11:49:58;1064.157
25-05-2013;12:17:49;262.700
25-05-2013;12:23:23;569.925
25-05-2013;12:51:15;62.336
25-05-2013;13:07:57;1211.091
25-05-2013;13:30:14;645.618
25-05-2013;13:35:48;124.671
25-05-2013;13:52:31;814.815
25-05-2013;13:58:05;1304.594
25-05-2013;14:03:39;191.459
25-05-2013;14:14:49;1153.208
25-05-2013;14:20:23;1304.594
25-05-2013;14:25:57;316.130
25-05-2013;14:31:32;1179.923
25-05-2013;14:42:41;1211.091
25-05-2013;15:04:59;823.720
25-05-2013;15:16:08;1389.192
25-05-2013;15:27:17;213.722
25-05-2013;15:44:01;1077.515
25-05-2013;16:28:37;979.559
25-05-2013;16:34:12;142.481
25-05-2013;16:39:46;992.916
25-05-2013;16:45:21;1122.040
25-05-2013;17:02:06;182.554
25-05-2013;17:24:24;908.318
25-05-2013;17:35:33;854.888
25-05-2013;17:52:17;387.371
25-05-2013;18:03:26;716.859
25-05-2013;18:09:01;71.241
25-05-2013;18:20:10;516.495
25-05-2013;18:31:20;151.386
25-05-2013;18:53:38;552.115
25-05-2013;19:04:47;480.874
25-05-2013;19:15:56;133.576
25-05-2013;19:38:14;44.525
25-05-2013;20:06:07;57.883
25-05-2013;20:22:50;26.715
25-05-2013;20:33:59;44.525
25-05-2013;20:50:42;8.905
25-05-2013;21:12:59;0.000
25-05-2013;21:18:33;0.000
25-05-2013;21:40:51;0.000
25-05-2013;21:46:25;0.000
25-05-2013;21:51:59;0.000
25-05-2013;22:08:41;0.000
25-05-2013;23:25:32;0.000
25-05-2013;23:58:55;17.810
26-05-2013;00:04:29;22.263
26-05-2013;00:10:04;13.358
26-05-2013;00:37:53;22.263
26-05-2013;00:43:27;0.000
26-05-2013;00:49:00;0.000
26-05-2013;01:00:08;4.453
26-05-2013;01:05:42;0.000
26-05-2013;01:11:16;0.000
26-05-2013;01:16:49;0.000
26-05-2013;01:39:06;0.000
26-05-2013;02:06:55;0.000
26-05-2013;02:29:10;0.000
26-05-2013;02:34:44;0.000
26-05-2013;02:56:59;0.000
26-05-2013;03:08:07;8.905
26-05-2013;03:13:41;0.000
26-05-2013;03:19:15;0.000
26-05-2013;03:35:56;0.000
26-05-2013;03:47:03;0.000
26-05-2013;03:58:11;0.000
26-05-2013;04:14:52;0.000
26-05-2013;04:31:33;0.000
26-05-2013;04:42:41;13.358
26-05-2013;04:59:22;0.000
26-05-2013;05:16:03;0.000
26-05-2013;05:27:10;0.000
26-05-2013;05:32:43;0.000
26-05-2013;05:43:51;0.000
26-05-2013;05:54:58;0.000
26-05-2013;06:06:05;0.000
26-05-2013;06:22:47;0.000
26-05-2013;06:33:54;8.905
26-05-2013;06:45:01;0.000
26-05-2013;06:56:08;0.000
26-05-2013;07:18:22;13.358
26-05-2013;07:23:56;17.810
26-05-2013;07:35:03;17.810
26-05-2013;07:51:45;40.073
26-05-2013;08:14:00;13.358
26-05-2013;08:47:23;44.525
26-05-2013;08:58:30;191.459
26-05-2013;09:26:21;596.640
26-05-2013;09:37:30;641.166
26-05-2013;09:43:04;663.428
26-05-2013;10:05:21;725.764
26-05-2013;10:22:04;792.552
26-05-2013;10:38:47;841.530
26-05-2013;10:49:57;868.245
26-05-2013;11:17:49;939.486
26-05-2013;11:23:24;939.486
26-05-2013;11:34:33;970.654
26-05-2013;11:51:17;1015.179
26-05-2013;11:56:51;1032.989
26-05-2013;12:08:01;151.386
26-05-2013;12:13:36;1130.945
26-05-2013;12:19:11;1153.208
26-05-2013;12:24:46;1064.157
26-05-2013;12:47:05;1144.303
26-05-2013;12:52:40;1144.303
26-05-2013;13:48:30;1130.945
26-05-2013;13:59:40;503.137
26-05-2013;14:10:50;218.174
26-05-2013;14:16:25;1081.967
26-05-2013;14:55:30;1073.062
26-05-2013;15:40:11;1019.632
26-05-2013;15:45:46;1019.632
26-05-2013;16:19:17;961.749
26-05-2013;16:24:53;943.938
26-05-2013;16:52:49;863.793
26-05-2013;17:20:44;819.267
26-05-2013;17:31:55;765.837
26-05-2013;17:43:05;752.479
26-05-2013;18:16:37;663.428
26-05-2013;18:22:12;636.713
26-05-2013;18:44:32;520.947
26-05-2013;19:01:18;516.495
26-05-2013;19:06:53;494.232
26-05-2013;19:23:39;431.896
26-05-2013;19:29:14;356.203
26-05-2013;19:34:49;369.561
26-05-2013;19:40:24;351.751
26-05-2013;19:45:59;333.941
26-05-2013;19:51:34;316.130
26-05-2013;19:57:09;280.510
26-05-2013;20:02:44;249.342
26-05-2013;20:08:19;102.408
26-05-2013;20:36:13;13.358
26-05-2013;21:48:43;0.000
26-05-2013;21:59:52;0.000
26-05-2013;22:16:36;0.000
26-05-2013;22:33:19;0.000
26-05-2013;22:38:53;0.000
26-05-2013;23:01:10;13.358
26-05-2013;23:17:53;0.000
26-05-2013;23:23:27;0.000
26-05-2013;23:40:11;0.000
27-05-2013;00:13:36;0.000
27-05-2013;00:24:44;0.000
27-05-2013;00:41:26;0.000
27-05-2013;01:31:34;0.000
27-05-2013;01:37:08;0.000
27-05-2013;01:42:42;0.000
27-05-2013;01:48:16;0.000
27-05-2013;01:53:50;22.263
27-05-2013;01:59:24;0.000
27-05-2013;02:04:58;0.000
27-05-2013;02:10:32;4.453
27-05-2013;02:27:14;0.000
27-05-2013;02:55:05;0.000
27-05-2013;03:06:14;0.000
27-05-2013;03:39:37;0.000
27-05-2013;03:56:19;0.000
27-05-2013;05:08:42;13.358
27-05-2013;05:14:16;0.000
27-05-2013;05:19:49;0.000
27-05-2013;05:36:31;0.000
27-05-2013;05:42:06;8.905
27-05-2013;05:47:40;0.000
27-05-2013;06:15:29;0.000
27-05-2013;06:21:03;0.000
27-05-2013;06:43:18;0.000
27-05-2013;07:05:33;4.453
27-05-2013;07:11:08;8.905
27-05-2013;07:44:31;13.358
27-05-2013;07:50:05;17.810
27-05-2013;07:55:39;22.263
27-05-2013;08:17:54;53.430
27-05-2013;08:45:45;48.978
27-05-2013;08:56:54;31.168
27-05-2013;09:02:28;160.291
27-05-2013;09:24:45;569.925
27-05-2013;09:30:19;605.545
27-05-2013;09:35:53;641.166
27-05-2013;09:47:02;592.188
27-05-2013;09:58:11;734.669
27-05-2013;10:09:20;716.859
27-05-2013;10:20:30;743.574
27-05-2013;10:26:04;765.837
27-05-2013;10:31:39;770.289
27-05-2013;10:37:13;792.552
27-05-2013;10:42:48;819.267
27-05-2013;10:59:32;854.888
27-05-2013;11:16:16;351.751
27-05-2013;11:33:00;1024.084
27-05-2013;11:38:34;805.910
27-05-2013;11:55:20;984.011
27-05-2013;12:00:55;992.916
27-05-2013;12:06:30;992.916
27-05-2013;12:12:05;992.916
27-05-2013;12:17:40;1019.632
27-05-2013;12:23:15;1064.157
27-05-2013;12:28:50;1188.828
27-05-2013;12:34:25;578.830
27-05-2013;12:45:35;926.128
27-05-2013;13:02:20;1122.040
27-05-2013;13:19:06;788.100
27-05-2013;13:24:42;1264.521
27-05-2013;13:47:03;1126.493
27-05-2013;14:20:35;1268.974
27-05-2013;14:37:21;414.086
27-05-2013;14:54:08;1130.945
27-05-2013;15:22:05;1037.442
27-05-2013;15:33:16;1024.084
27-05-2013;15:38:51;1024.084
27-05-2013;16:12:26;988.464
27-05-2013;16:29:12;1032.989
27-05-2013;16:34:48;979.559
27-05-2013;16:51:35;903.866
27-05-2013;17:02:46;930.581
27-05-2013;17:19:33;351.751
27-05-2013;17:30:44;280.510
27-05-2013;17:41:55;258.247
27-05-2013;17:53:06;280.510
27-05-2013;17:58:42;209.269
27-05-2013;18:21:03;182.554
27-05-2013;18:37:49;169.197
27-05-2013;19:22:31;111.314
27-05-2013;19:28:07;80.146
27-05-2013;19:33:42;124.671
27-05-2013;19:50:27;57.883
27-05-2013;19:56:02;89.051
27-05-2013;20:01:37;89.051
27-05-2013;20:07:12;129.124
27-05-2013;20:12:47;93.503
27-05-2013;20:18:21;80.146
27-05-2013;20:57:27;26.715
27-05-2013;21:03:02;13.358
27-05-2013;21:42:05;0.000
27-05-2013;21:53:14;13.358
27-05-2013;22:09:58;22.263
27-05-2013;22:21:08;0.000
27-05-2013;22:32:17;0.000
27-05-2013;22:43:26;0.000
27-05-2013;22:54:35;0.000
27-05-2013;23:22:27;0.000
27-05-2013;23:33:36;0.000
27-05-2013;23:50:20;13.358
28-05-2013;00:07:03;4.453
28-05-2013;00:18:11;0.000
28-05-2013;00:34:55;13.358
28-05-2013;00:40:29;0.000
28-05-2013;00:51:38;0.000
28-05-2013;00:57:12;0.000
28-05-2013;01:08:22;0.000
28-05-2013;01:13:56;0.000
28-05-2013;01:19:30;0.000
28-05-2013;01:25:05;0.000
28-05-2013;01:41:48;0.000
28-05-2013;01:58:31;0.000
28-05-2013;02:04:05;0.000
28-05-2013;02:15:14;0.000
28-05-2013;02:31:58;0.000
28-05-2013;02:48:41;0.000
28-05-2013;03:05:24;0.000
28-05-2013;03:16:33;0.000
28-05-2013;03:22:07;13.358
28-05-2013;03:33:16;0.000
28-05-2013;03:38:50;0.000
28-05-2013;03:44:24;22.263
28-05-2013;03:49:59;0.000
28-05-2013;04:01:07;0.000
28-05-2013;04:06:43;0.000
28-05-2013;04:17:51;0.000
28-05-2013;04:23:26;0.000
28-05-2013;04:40:09;8.905
28-05-2013;04:56:52;0.000
28-05-2013;05:02:26;13.358
28-05-2013;05:19:09;0.000
28-05-2013;05:35:53;0.000
28-05-2013;05:52:36;0.000
28-05-2013;06:14:53;0.000
28-05-2013;06:31:36;0.000
28-05-2013;06:48:19;26.715
28-05-2013;06:53:53;0.000
28-05-2013;07:10:37;0.000
28-05-2013;07:32:54;0.000
28-05-2013;07:38:28;0.000
28-05-2013;07:49:36;8.905
28-05-2013;08:11:53;26.715
28-05-2013;08:23:01;31.168
28-05-2013;08:28:35;40.073
28-05-2013;09:07:34;40.073
28-05-2013;09:13:09;8.905
28-05-2013;09:18:43;4.453
28-05-2013;09:24:17;40.073
28-05-2013;09:35:25;17.810
28-05-2013;09:40:59;40.073
28-05-2013;09:46:33;57.883
28-05-2013;09:52:07;62.336
28-05-2013;10:03:16;120.219
28-05-2013;10:08:50;146.934
28-05-2013;10:14:24;146.934
28-05-2013;10:19:58;129.124
28-05-2013;10:25:32;89.051
28-05-2013;10:31:06;133.576
28-05-2013;10:36:40;66.788
28-05-2013;10:42:14;97.956
28-05-2013;10:47:48;124.671
28-05-2013;10:53:22;102.408
28-05-2013;10:58:56;146.934
28-05-2013;11:43:29;129.124
28-05-2013;11:49:04;71.241
28-05-2013;11:54:38;66.788
28-05-2013;12:00:12;195.912
28-05-2013;12:05:46;182.554
28-05-2013;12:39:11;80.146
28-05-2013;12:44:45;35.620
28-05-2013;12:50:19;80.146
28-05-2013;12:55:53;89.051
28-05-2013;13:40:26;129.124
28-05-2013;13:46:00;262.700
28-05-2013;13:57:08;182.554
28-05-2013;14:02:42;182.554
28-05-2013;14:08:16;258.247
28-05-2013;14:13:50;262.700
28-05-2013;14:19:24;369.561
28-05-2013;14:52:50;663.428
28-05-2013;14:58:24;262.700
28-05-2013;15:20:41;120.219
28-05-2013;16:21:57;378.466
28-05-2013;16:33:05;1032.989
28-05-2013;17:28:46;561.020
28-05-2013;17:39:56;837.078
28-05-2013;17:45:30;845.983
28-05-2013;18:07:47;365.108
28-05-2013;18:30:04;142.481
28-05-2013;18:57:55;699.049
28-05-2013;19:03:30;636.713
28-05-2013;19:14:38;489.779
28-05-2013;19:25:47;418.539
28-05-2013;19:31:21;40.073
28-05-2013;19:53:38;66.788
28-05-2013;19:59:12;57.883
28-05-2013;20:15:54;31.168
28-05-2013;20:32:38;13.358
28-05-2013;20:38:12;8.905
28-05-2013;20:43:46;4.453
28-05-2013;22:01:43;0.000
28-05-2013;22:12:51;0.000
28-05-2013;22:18:25;0.000
28-05-2013;22:23:59;0.000
28-05-2013;22:46:14;0.000
28-05-2013;23:02:56;0.000
28-05-2013;23:08:30;22.263
28-05-2013;23:14:04;0.000
28-05-2013;23:47:28;0.000
28-05-2013;23:53:02;0.000
28-05-2013;23:58:36;0.000
29-05-2013;00:04:10;0.000
29-05-2013;00:31:59;0.000
29-05-2013;00:59:49;0.000
29-05-2013;01:44:19;0.000
29-05-2013;01:49:52;0.000
29-05-2013;02:06:35;8.905
29-05-2013;02:28:50;0.000
29-05-2013;02:34:23;4.453
29-05-2013;02:51:05;0.000
29-05-2013;02:56:38;0.000
29-05-2013;03:07:46;0.000
29-05-2013;03:30:02;13.358
29-05-2013;03:46:43;0.000
29-05-2013;04:08:58;0.000
29-05-2013;04:25:39;0.000
29-05-2013;04:31:13;0.000
29-05-2013;04:47:55;0.000
29-05-2013;04:53:29;0.000
29-05-2013;04:59:02;0.000
29-05-2013;05:15:44;0.000
29-05-2013;05:37:59;0.000
29-05-2013;06:00:15;22.263
29-05-2013;06:05:49;4.453
29-05-2013;06:22:30;0.000
29-05-2013;06:28:04;0.000
29-05-2013;06:39:11;22.263
29-05-2013;06:55:52;4.453
29-05-2013;07:12:35;40.073
29-05-2013;07:34:50;57.883
29-05-2013;07:40:24;53.430
29-05-2013;08:02:39;66.788
29-05-2013;08:30:29;75.693
29-05-2013;08:58:18;244.890
29-05-2013;09:03:52;293.868
29-05-2013;09:09:26;316.130
29-05-2013;09:37:15;218.174
29-05-2013;09:53:58;302.773
29-05-2013;09:59:32;529.852
29-05-2013;10:05:06;730.217
29-05-2013;10:10:40;240.437
29-05-2013;10:21:48;222.627
29-05-2013;10:27:22;262.700
29-05-2013;10:32:56;213.722
29-05-2013;10:44:04;146.934
29-05-2013;10:49:38;102.408
29-05-2013;10:55:12;129.124
29-05-2013;11:00:46;204.817
29-05-2013;11:11:54;552.115
29-05-2013;12:07:34;347.298
29-05-2013;12:29:52;440.801
29-05-2013;12:35:26;258.247
29-05-2013;12:57:42;124.671
29-05-2013;13:25:32;458.612
29-05-2013;13:36:41;356.203
29-05-2013;13:42:16;365.108
29-05-2013;13:47:50;347.298
29-05-2013;13:53:24;427.444
29-05-2013;14:26:48;1335.762
29-05-2013;14:37:56;1153.208
29-05-2013;14:54:39;338.393
29-05-2013;15:50:20;957.296
29-05-2013;15:55:55;485.327
29-05-2013;16:12:37;1006.274
29-05-2013;16:34:55;654.523
29-05-2013;16:40:29;320.583
29-05-2013;16:57:11;307.225
29-05-2013;17:08:20;235.985
29-05-2013;17:58:28;445.254
29-05-2013;18:09:36;178.102
29-05-2013;18:37:27;187.007
29-05-2013;18:43:01;440.801
29-05-2013;18:48:35;400.729
29-05-2013;19:05:18;71.241
29-05-2013;19:38:43;17.810
29-05-2013;19:49:51;8.905
29-05-2013;19:55:25;53.430
29-05-2013;20:00:59;102.408
29-05-2013;20:12:08;48.978
29-05-2013;20:17:42;62.336
29-05-2013;20:28:50;53.430
29-05-2013;20:34:24;13.358
29-05-2013;20:39:58;8.905
29-05-2013;20:45:32;4.453
29-05-2013;20:51:06;4.453
29-05-2013;20:56:40;4.453
29-05-2013;21:02:13;22.263
29-05-2013;21:46:46;0.000
29-05-2013;21:52:20;0.000
29-05-2013;21:57:54;0.000
29-05-2013;22:03:27;0.000
29-05-2013;22:36:52;0.000
29-05-2013;22:48:00;0.000
29-05-2013;22:59:08;0.000
