DATE;heure;consoHP;consoHC
01-01-2010;00:00:01;3880.582;4107.325
01-01-2011;00:00:01;2840.885;3497.639
01-01-2012;00:00:01;2897.957;3370.147
01-01-2013;00:00:01;2813.096;3466.182
01-01-2014;00:00:01;2703.728;3329.332
01-01-2015;00:00:01;2923.192;3530.899
01-01-2016;00:00:01;2539.792;2103.06
