2011;0;0;0;0;0;0;0;0;0;352;179;134
2012;151;341.66;490.17;381.67;517.92;427.44;541.12;513.09;351.21;221.1;155.2;122.81
2013;96.33;201.86;321.57;357.4;389.27;435.71;543.52;541.19;319.64;302.91;141.92;207.74
