2011;0.00;0.00;0.00;0.00;0.00;0.00;0.00;25.07;116.57;352.32;179.20;134.54
2012;151.00;341.66;490.17;381.67;517.92;427.44;541.12;513.09;351.21;221.10;155.20;122.81
2013;96.33;201.86;321.57;357.40;389.27;435.71;543.52;541.19;319.64;302.91;141.92;207.74
2014;143.28;228.11;364.89;436.04;472.78;550.19;460.77;442.16;443.05;376.25;202.68;140.50
2015;215.19;342.13
